id;id_loja;departamento;setor;sistema_entrega;classe;nome_produto;data_ult_entr;estoque
7253;9;MERCEARIA ALIMENTOS;TEMPERO CONDIMENTOS;cross_docking;E;MOLHO PIMENTA 60ML BRAVO;30/08/2023;0.0
7253;99;MERCEARIA ALIMENTOS;TEMPERO CONDIMENTOS;supplier;E;MOLHO PIMENTA 60ML BRAVO;25/03/2024;0.0
7307;4;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM LIMAO 250ML;08/01/2024;0.0
7307;7;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM LIMAO 250ML;08/02/2024;0.0
7307;99;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;supplier;E;SAPON SAPOLIO RADIUM LIMAO 250ML;06/02/2024;0.0
7308;10;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM CLASSICO 250ML;13/03/2024;0.0
7308;2;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM CLASSICO 250ML;09/01/2024;11.0
7308;3;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM CLASSICO 250ML;08/03/2024;12.0
7308;4;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM CLASSICO 250ML;11/03/2024;0.0
7308;99;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;supplier;E;SAPON SAPOLIO RADIUM CLASSICO 250ML;01/04/2024;0.0
7309;1;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM LAVANDA 250ML;08/02/2024;0.0
7309;10;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM LAVANDA 250ML;13/03/2024;0.0
7309;4;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;cross_docking;E;SAPON SAPOLIO RADIUM LAVANDA 250ML;11/03/2024;0.0
7309;99;MERCEARIA NAO ALIMENTOS;PRODUTOS DE LIMPEZA;supplier;E;SAPON SAPOLIO RADIUM LAVANDA 250ML;01/04/2024;0.0
7310;2;MERCEARIA ALIMENTOS;TEMPERO CONDIMENTOS;cross_docking;E;SAL TEMPERADO MEDIO 1KG TEMPEREX;24/02/2024;18.0
7381;10;PAS PERECIVEIS AUTO SERVICO;PRODUTOS CONGELADOS;distribution_center;E;LASANHA CALABRESA 600G AURORA;06/02/2024;0.0
7381;3;PAS PERECIVEIS AUTO SERVICO;PRODUTOS CONGELADOS;distribution_center;E;LASANHA CALABRESA 600G AURORA;21/03/2024;8.0
7411;4;MERCEARIA ALIMENTOS;TEMPERO CONDIMENTOS;cross_docking;E;AZEITE PURO 500ML ANDORINHA;08/02/2024;0.0
