ID;SETOR;STATUS;DESCRICAO;EMBALAGEM;QTDE_IDEAL;DATA_ULT_ENTR;QTDE_ULT_ENTR;ESTOQ_EMB1;CUSTO;PRECO_VENDA;QTDE_VENDIDA;TP_ETIQ
41292;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;ALIM.ADES ORIGINAL CAL.TP;CXA;135;2023-03-01;10;5;45.35;53.89;4;C
69489;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.CASTANHA ATDC CHOCONUTS;CXA;85;2023-02-24;1;0;174.33;214.8;1;C
69488;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.CASTANHA ATDC ORIGINAL;CXA;85;2023-02-17;1;1;166.99;226.8;3;C
71796;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA 3CORACOES CAPPUCINO;CXA;396;2023-03-08;6;18;25.23;33;26;C
75262;001-LEITE LONGA VIDA/BEB LACTEA;INATIVO;BEB.LACTEA 3CORACOES PINGADO;CXA;396;2023-03-02;4;4;35.14;41.34;3;C
75264;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA 3CORACOES POWER WHEY;CXA;396;2023-03-14;10;15;51.29;59.4;11;C
58738;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA BETANIA FARINHA LACTEA;CXA;120;2023-03-09;5;3;74.51;82.68;1;C
12666;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA BOA VIDA CHOCOLATE TP;CXA;75;2023-03-21;75;181;46.19;50.16;216;C
53583;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA ITALAC CHOC.ZERO LACT.;CXA;85;2023-03-17;2;0;72.11;79.2;6;X
56123;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA ITALAC CHOCOLATE C/TAMPA;CXA;85;2023-03-03;169;107;61.63;70.68;99;C
23424;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA ITALAC CHOCOLATE TP;CXA;180;2023-03-03;360;53;25.04;28.56;837;C
72758;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA ITALAC MORANGO TP;CXA;180;2023-03-17;60;26;25.04;28.56;133;C
72853;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA ITALAC VITAMINA TP;CXA;180;2023-03-03;60;12;25.04;28.56;68;C
52533;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA MARAJOARA CHOKINHO;CXA;85;2023-01-05;17;1;50.19;59.88;3;C
65127;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA MOCOQUINHA CHOCOLATE TP;BDJ;180;2023-03-09;180;667;25.86;26.73;195;C
26318;001-LEITE LONGA VIDA/BEB LACTEA;INATIVO;BEB.LACTEA PIRAKIDS CHOCOLATE TP;CXA;180;2022-12-07;360;201;31.73;37.53;59;C
14595;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA TODDYNHO CHOCOLATE;BDJ;165;2023-01-21;990;422;59.26;52.65;307;C
67148;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA TODDYNHO LEVINHO;CXA;165;2023-03-04;165;136;59.26;52.65;31;C
64905;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA YOPRO BANANA;CXA;136;2023-03-14;1;2;187.95;227.76;2;C
70055;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA YOPRO CHOC 25G;CXA;136;2023-03-17;2;1;247.32;287.76;2;C
64904;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA YOPRO CHOC.;CXA;136;2023-03-17;3;2;187.99;230.16;3;C
64903;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA YOPRO COCO BATATA DOCE;CXA;136;2023-03-14;2;4;187.95;227.76;1;C
74687;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.LACTEA YOPRO MORANGO;CXA;136;2023-03-14;1;0;187.95;227.76;2;C
72419;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.MAGUARY FRUIT SHOOT CHOC;FDO;162;2023-02-14;5;0;42.9;53.73;3;C
66869;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.VEG.SILK AMENDOAS C/ACUCAR;CXA;170;2023-03-11;1;0;173.54;226.8;0;C
66868;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEB.VEG.SILK AMENDOAS E CACAU;CXA;170;2023-03-25;1;1;173.54;226.8;0;C
66897;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;BEBIDA LACTEA CILPINHO CHOCOLATE TP;CXA;165;2023-03-09;195;222;28.98;33.75;53;C
78413;001-LEITE LONGA VIDA/BEB LACTEA;INATIVO;BISC.LACTA WAFER BISAO LEITE;CXA;90;2023-02-02;27;28;282.6;386.1;11;C
32985;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA BETANIA DESNATADO;CXA;90;2023-03-01;90;56;54.33;58.2;34;C
24862;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA BETANIA INTEGRAL;CXA;90;2023-03-01;450;311;54.3;58.2;386;C
61222;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA BETANIA ZERO LACTOSE;CXA;90;2023-03-23;90;143;61.06;71.88;58;C
25950;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA ELEGE DESNATADO;CXA;90;2023-03-15;90;88;52.38;58.2;1;C
25162;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA ELEGE INTEGRAL;CXA;90;2023-03-15;450;444;52.37;58.2;5;C
14201;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA MOLICO DESNATADO;CXA;85;2023-03-23;15;13;82.68;91.08;4;C
14191;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA NINHO INTEGRAL;CXA;85;2023-03-23;20;34;82.68;91.08;16;C
50410;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA NINHO LEVINHO;CXA;85;2023-03-23;10;12;82.68;91.08;8;X
58047;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA PIRACANJUBA DES./TAMP;CXA;85;2023-03-23;20;18;67.74;79.08;1;C
58045;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA PIRACANJUBA INT.C/TAMP;CXA;85;2023-03-23;40;39;65.97;79.08;0;C
58046;001-LEITE LONGA VIDA/BEB LACTEA;INATIVO;LEITE L.VIDA PIRACANJUBA SEM.C/TAMP;CXA;85;2023-03-23;10;10;67.74;79.08;0;C
39284;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA PIRACANJUBA Z/LAC SEMI;CXA;85;2023-03-23;70;67;68.84;83.88;2;C
66495;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA VALED.S.LAC.C/TAMPA;CXA;68;2023-03-16;85;21;52.46;63.48;63;C
66496;001-LEITE LONGA VIDA/BEB LACTEA;INATIVO;LEITE L.VIDA VALEDOU.DES.C/TAMPA;CXA;68;2023-03-16;170;251;47.94;55.08;194;C
66497;001-LEITE LONGA VIDA/BEB LACTEA;ATIVO;LEITE L.VIDA VALEDOU.INT.C/TAMPA;CXA;68;2023-03-22;1020;2115;47.8;55.08;1645;C
75281;002-G.U;ATIVO;ACHOC.PO CHOCOLATTO 3CORACOES;FDO;84;2023-03-02;6;6;47.12;78;8;C
60860;002-G.U;ATIVO;ACHOC.PO MARATA SACHET;CXA;80;2022-12-27;5;1;61.63;129;0;C
56538;002-G.U;ATIVO;ACHOC.PO NESCAU;CXA;65;2023-03-15;5;1;76.53;127.61;8;C
59545;002-G.U;ATIVO;ACHOC.PO NESCAU 2.0 SACHET;CXA;120;2023-01-26;30;4;99.04;149.8;11;C
60598;002-G.U;INATIVO;ACHOC.PO NESTLE ALPINO;CXA;75;2022-10-10;10;1;117.18;149.4;1;C
74009;002-G.U;ATIVO;ACHOC.PO TODDY;CXA;55;2023-03-03;2;3;108.96;171.54;1;C
64451;002-G.U;ATIVO;ACHOC.PO TODDY SACHET;CXA;49;2023-03-03;7;11;122.65;202.81;7;C
60052;002-G.U;ATIVO;ACUCAR CRISTAL PETRIBU SACHE;CXA;250;2023-03-22;10;10;11.77;18.5;0;C
56878;002-G.U;ATIVO;ADOCANTE DIET SUC.UNIAO SACHET;CXA;451;2023-02-27;10;11;17.95;26.9;3;C
61664;002-G.U;ATIVO;ADOCANTE LINEA STEVIA SACHE;CXA;130;2023-03-04;13;10;62.81;106.8;3;C
69354;002-G.U;ATIVO;ADOCANTE LINEA SUCRALOSE LIQUIDO;CXA;897;2023-01-21;20;13;23.34;38.9;0;C
50808;002-G.U;BLOQUEADO;ADOCANTE LINEA SUCRALOSE SACHE;CXA;312;2023-03-04;20;18;19.08;31.5;2;C
50809;002-G.U;ATIVO;ADOCANTE LINEA SUCRALOSE SACHE;CXA;70;2023-01-10;5;2;120.75;204;1;X
70670;002-G.U;ATIVO;ADOCANTE ZERO-CAL SUCRALOSE PO;CXA;120;2023-01-27;4;6;49.19;76.68;1;C
9361;002-G.U;ATIVO;AJINOMOTO PACOTE;CXA;54;2022-11-30;2;0;183.8;299.5;0;C
50452;002-G.U;ATIVO;ALCAPARRA CAMPO BELO BALDE;CXA;49;2023-02-03;2;3;208.26;257.94;0;C
21400;002-G.U;ATIVO;AMAC.CARNE KITANO 15942;CXA;70;2023-03-03;5;4;168.41;219;1;C
48722;002-G.U;ATIVO;AMAC.CARNE QUALIMAX PCT;CXA;78;2023-03-23;13;12;94.4;179;0;C
38582;002-G.U;ATIVO;AMAC.MAGGI DE CARNE;CXA;96;2023-01-09;2;2;104.13;153;0;C
58680;002-G.U;ATIVO;AMIDO DE MILHO APTI;CXA;150;2023-02-21;1;1;36.01;58.9;1;C
21433;002-G.U;ATIVO;AMIDO MILHO QUALIMAX PCT;CXA;40;2022-07-12;8;4;59.71;109;0;C
50451;002-G.U;ATIVO;AZEITONA PRETA CAMPO BELO FAT.BLD;CXA;35;2022-08-10;5;3;326.58;323.4;0;C
35648;002-G.U;ATIVO;AZEITONA PRETA CAMPO BELO S/C BALDE;CXA;35;2022-11-09;2;3;326.58;323.4;0;C
24014;002-G.U;ATIVO;AZEITONA PRETA S/C RIVOLI BALDE;UND;150;2022-03-08;10;8;66.32;69.99;0;C
35642;002-G.U;ATIVO;AZEITONA VERDE CAMPO BELO BALDE;CXA;35;2022-12-02;25;1;174.3;155.94;24;C
35646;002-G.U;ATIVO;AZEITONA VERDE CAMPO BELO FAT.BLD;CXA;35;2022-12-02;5;1;271.35;275.4;1;C
82538;002-G.U;ATIVO;AZEITONA VERDE CAMPO BELO FAT.POUCH;CXA;50;2023-01-25;5;3;149.49;182.94;1;C
82539;002-G.U;ATIVO;AZEITONA VERDE CAMPO BELO POUCH;CXA;50;2023-01-21;3;2;113.87;146.94;0;C
35645;002-G.U;ATIVO;AZEITONA VERDE CAMPO BELO S/C BALDE;CXA;35;2022-11-09;10;9;307.28;395.4;0;C
82534;002-G.U;ATIVO;AZEITONA VERDE CAMPO BELO S/C POUCH;CXA;50;2023-01-21;3;2;166.08;179.4;0;C
74848;002-G.U;ATIVO;AZEITONA VERDE IMPERADOR BALDE;BLD;180;2023-01-21;7;6;42.39;53.9;1;C
74846;002-G.U;ATIVO;AZEITONA VERDE IMPERADOR FAT.BLD;BLD;180;2023-01-21;10;3;51.82;65.9;4;C
74847;002-G.U;ATIVO;AZEITONA VERDE IMPERADOR S/C BLD;BLD;180;2022-09-26;8;8;55.51;69.99;0;C
9713;002-G.U;ATIVO;AZEITONA VERDE RIVOLI FATIADA BALDE;BLD;150;2023-01-05;10;22;55.34;70.5;1;C
62250;002-G.U;ATIVO;AZEITONA VERDE RIVOLI POUCH;CXA;60;2023-01-05;18;36;117.97;155.4;8;C
64706;002-G.U;ATIVO;AZEITONA VERDE RIVOLI S/C BALDE;BLD;150;2022-11-23;15;12;55.86;49.9;2;C
69490;002-G.U;ATIVO;BEB.CASTANHA ATDC CAJU/COCO;CXA;85;2023-02-24;1;0;166.99;226.8;0;C
46915;002-G.U;ATIVO;BEIJINHO XAMEGO BOM POTE;CXA;42;2023-03-22;2;3;212.33;347.4;0;C
73921;002-G.U;ATIVO;BRIGADEIRO NESTLE MOCA;CXA;90;2023-03-02;2;0;160;255.22;1;C
65160;002-G.U;ATIVO;BRIGADEIRO TRIANGULO POTE;CXA;40;2022-12-17;5;3;132.59;203.88;0;C
46914;002-G.U;ATIVO;BRIGADEIRO XAMEGO BOM POTE;CXA;42;2023-03-17;2;2;212.33;347.4;1;C
43589;002-G.U;ATIVO;BRIGADEIRO XODO POTE;CXA;48;2023-01-26;2;1;203.64;310.8;0;C
65411;002-G.U;ATIVO;CALDO FAZMAX CARNE;CXA;50;2023-03-23;10;10;46.52;79.9;0;C
65410;002-G.U;BLOQUEADO;CALDO FAZMAX GALINHA;CXA;50;2023-03-23;10;9;46.52;79.9;0;C
46974;002-G.U;ATIVO;CALDO KISABOR CARNE;CXA;80;2023-03-14;3;4;85.92;142.8;1;C
46975;002-G.U;ATIVO;CALDO KISABOR GALINHA;CXA;80;2023-03-14;2;2;85.92;142.8;4;C
34390;002-G.U;ATIVO;CALDO KITANO CARNE 1469;CXA;70;2023-03-17;1;8;69.94;129;2;C
34375;002-G.U;ATIVO;CALDO KITANO GALINHA 1470;CXA;84;2023-03-07;42;35;69.94;129;16;C
78210;002-G.U;ATIVO;CALDO KNORR PROF.GALINHA BAG;CXA;91;2022-10-27;3;1;129.5;215;0;C
35589;002-G.U;ATIVO;CALDO QUALIMAX CARNE;CXA;78;2023-03-23;13;16;65.06;105;1;C
35588;002-G.U;ATIVO;CALDO QUALIMAX GALINHA;CXA;78;2023-03-23;13;12;65.06;105;0;C
41018;002-G.U;ATIVO;CALDO SAZON CARNE;CXA;96;2023-01-04;26;13;55.02;110.94;25;C
41019;002-G.U;ATIVO;CALDO SAZON GALINHA;CXA;96;2023-01-04;96;37;55.02;110.94;20;C
41017;002-G.U;BLOQUEADO;CALDO SAZON LEGUMES;CXA;96;2023-01-04;20;10;55.02;110.94;2;C
23977;002-G.U;ATIVO;CATCHUP CEPERA BIG PUMP;CXA;60;2022-09-02;15;9;85.68;103.96;1;C
44596;002-G.U;ATIVO;CATCHUP DAJUDA MINI SACHE;CXA;40;2023-03-02;20;18;80.66;127.2;1;C
42983;002-G.U;ATIVO;CATCHUP DUSUL MINI SACHE;CXA;30;2023-03-07;12;10;93.13;154.8;1;C
23449;002-G.U;ATIVO;CATCHUP EKMA BOMBONA;CXA;36;2023-01-21;18;15;84.81;119.4;3;C
65381;002-G.U;ATIVO;CATCHUP EKMA MINI SACHE;CXT;480;2023-01-21;80;68;8.97;14.9;13;C
62425;002-G.U;INATIVO;CATCHUP HEMMER PET;CXA;45;2023-03-17;6;5;107.07;190.8;0;C
59383;002-G.U;ATIVO;CATCHUP SOFRUTA BOMBONA;CXA;48;2022-07-18;12;6;62.58;107.6;0;C
50454;002-G.U;ATIVO;CHAMPIGNON CAMPO BELO FATIADO BLD;CXA;49;2022-11-12;3;8;154.4;251.4;0;C
50455;002-G.U;ATIVO;CHAMPIGNON CAMPO BELO INTEIRO BLD;CXA;49;2022-11-09;5;6;154.4;251.4;0;C
74850;002-G.U;ATIVO;CHAMPIGNON IMPERADOR FATIADO BALDE;BLD;180;2023-01-21;2;2;55.18;83.9;0;C
74849;002-G.U;ATIVO;CHAMPIGNON IMPERADOR INTEIRO BALDE;BLD;180;2023-01-21;3;4;55.34;92.9;0;C
68555;002-G.U;ATIVO;CHOC.HARALD MELKEN LEITE;CXA;150;2023-02-18;2;1;161.52;229;0;C
68553;002-G.U;ATIVO;CHOC.HARALD MELKEN M.AMARGO;CXA;220;2023-01-11;2;0;161.52;229;0;C
68562;002-G.U;ATIVO;CHOC.PO HARALD MELKEN 50;CXA;55;2023-02-06;11;3;184.32;299;7;C
78284;002-G.U;ATIVO;CHOC.PO NESTLE 32 CACAU;CXA;50;2023-01-09;1;0;199.53;319.41;0;C
78283;002-G.U;ATIVO;CHOC.PO NESTLE 50 CACAU;CXA;50;2023-01-09;1;0;271.47;467.1;0;C
27724;002-G.U;INATIVO;CHOC.PO QUALIMAX 32 CACAU;CXA;30;2022-08-20;2;1;206.05;353.4;0;C
27725;002-G.U;ATIVO;CHOC.PO QUALIMAX 50 CACAU;CXA;30;2023-01-05;3;1;244.02;419.4;0;C
39788;002-G.U;ATIVO;COBERT.CAMP FORN.PIZZA LEITE;CXA;65;2022-11-23;1;2;116.3;206.4;0;C
74437;002-G.U;ATIVO;COBERT.CHOC.HARALD CONFEIT.BLEND;CXA;110;2022-12-29;5;0;129.43;219;1;C
74454;002-G.U;ATIVO;COBERT.CHOC.HARALD CONFEIT.BRANCO;CXA;110;2023-03-14;11;10;151.22;259;1;C
74453;002-G.U;ATIVO;COBERT.CHOC.HARALD CONFEIT.LEITE;CXA;110;2023-01-11;11;12;114.92;209.92;6;C
61148;002-G.U;ATIVO;COBERT.CHOC.HARALD CONFEIT.LEITE;CXA;88;2023-02-18;2;2;166.13;269.4;1;C
74452;002-G.U;ATIVO;COBERT.CHOC.HARALD CONFEIT.M.AMARGO;CXA;110;2023-01-11;22;5;123.67;209.92;21;C
74445;002-G.U;ATIVO;COBERT.CHOC.HARALD MELKEN BLEND;CXA;110;2023-02-18;1;1;284.25;349;0;C
74444;002-G.U;ATIVO;COBERT.CHOC.HARALD MELKEN BRANCO;CXA;110;2023-01-11;2;1;249.1;409;0;C
61147;002-G.U;ATIVO;COBERT.CHOC.HARALD RASP/COB AMARG;CXA;88;2023-03-14;6;5;144.31;237;1;C
61146;002-G.U;ATIVO;COBERT.CHOC.HARALD RASP/COB.LEITE;CXA;88;2023-01-11;3;2;139.94;239.4;3;C
74450;002-G.U;INATIVO;COBERT.CHOC.HARALD TOP BLEND;CXA;110;2023-02-18;2;1;168.85;279;1;C
74449;002-G.U;ATIVO;COBERT.CHOC.HARALD TOP BRANCO;CXA;110;2023-02-18;2;0;196.97;329;2;C
74451;002-G.U;ATIVO;COBERT.CHOC.HARALD TOP LEITE;CXA;110;2022-12-29;3;0;188.15;299;1;C
48716;002-G.U;ATIVO;COBERT.CHOC.MAVALERIO M.AMARGO FRAC;CXA;88;2023-01-13;11;1;145.96;235;6;C
48436;002-G.U;ATIVO;COBERT.CHOC.NESTLE MARFIM;CXA;75;2022-10-10;1;0;526.48;550.8;0;C
73352;002-G.U;ATIVO;COBERT.HARALD FORN.AVELA;CXA;105;2023-01-11;15;11;150.92;231.2;4;C
73354;002-G.U;ATIVO;COBERT.HARALD FORN.LEITE;CXA;105;2023-03-23;0;5;150.92;231.2;6;C
82809;002-G.U;ATIVO;COBERT.SORVETE MARVI LIMAO GALEGO;CXA;90;2023-01-11;5;4;56.86;91.8;0;C
65362;002-G.U;ATIVO;COBERT.XAMEGO BOM FORN. GOIABA;CXA;88;2023-03-20;2;3;78.37;101.4;1;C
82818;002-G.U;ATIVO;COBERT.XAMEGO BOM FORN.CHOC.AVELA;CXA;88;2022-12-30;11;8;88.16;143.4;0;C
43964;002-G.U;ATIVO;COBERT.XAMEGO BOM FORN.PIZZA BRIG.;CXA;88;2023-03-22;2;6;88.16;143.4;2;X
43967;002-G.U;INATIVO;COBERT.XAMEGO BOM FORN.PIZZA LEITE;CXA;88;2023-03-17;6;6;75.55;137.88;1;C
57398;002-G.U;ATIVO;COCO FLOCOS SOCOCO;CXA;35;2023-02-01;10;11;256.11;370.8;1;C
78260;002-G.U;ATIVO;COCO RALADO INDIANO;FDO;50;2023-03-13;10;17;71.04;119;1;C
57397;002-G.U;INATIVO;COCO RALADO MAIS COCO;CXA;35;2023-02-01;10;10;227.61;334.8;0;C
60431;002-G.U;ATIVO;CREME GOIABA TAMBAU POUCH;CXA;75;2023-03-15;2;0;122.19;164.88;5;C
39296;002-G.U;ATIVO;DOCE PASTOSO C/LEIT.CHOC.TRIANGULO;BLD;80;2023-03-16;12;11;68.62;111.9;4;C
27854;002-G.U;ATIVO;DOCE PASTOSO C/LEITE TRIANGULO BLD;BLD;80;2023-01-26;10;20;63.89;105;2;C
73160;002-G.U;ATIVO;DOCE XAMEGO BOM PASTOSO C/LEITE;BLD;80;2023-02-17;10;17;73.72;123.9;2;C
73159;002-G.U;ATIVO;DOCE XAMEGO BOM PASTOSO LEITE/CHOC.;BLD;80;2023-03-17;18;18;90.72;141;3;C
11577;002-G.U;INATIVO;ERVILHA QUERO LATA;CXA;49;2022-08-10;21;1;155.63;59.4;3;C
38173;002-G.U;ATIVO;EXTRATO EKMA POUCH;CXA;70;2022-07-01;10;4;61.64;95.4;0;C
57767;002-G.U;ATIVO;EXTRATO ELEFANTE POUCH;CXA;54;2022-12-12;9;4;82.3;131.4;1;C
75075;002-G.U;ATIVO;EXTRATO FUGINI POUCH;CXA;70;2022-11-23;5;2;67.35;113.4;1;C
30822;002-G.U;ATIVO;EXTRATO QUERO POUCH;CXA;72;2023-03-25;16;25;64.51;105.48;13;C
76116;002-G.U;ATIVO;EXTRATO SOFRUTA POUCH;CXA;45;2022-09-13;10;10;78.48;127.2;0;C
51428;002-G.U;ATIVO;EXTRATO TAMBAU POUCH;CXA;64;2023-02-16;20;9;58;89.4;14;C
47219;002-G.U;BLOQUEADO;FARINHA DE TRIGO D.MARIA PASTEL;FDO;36;2023-03-09;1;6;118.9;147.5;7;C
9693;002-G.U;ATIVO;FARINHA TRIGO B.PRO PASTEL;FDO;40;2023-03-16;5;0;126.8;149.5;4;C
6969;002-G.U;ATIVO;FARINHA TRIGO B.PRO PIZZA;FDO;40;2023-03-16;5;1;123.11;147.45;3;C
9692;002-G.U;ATIVO;FARINHA TRIGO B.PRO SALGADOS;FDO;40;2023-03-16;5;5;125.41;149.5;0;C
66203;002-G.U;ATIVO;FARINHA TRIGO D.MARIA PIZZA E CROI;FDO;36;2023-02-22;6;3;117.98;144.5;1;C
63378;002-G.U;ATIVO;FARINHA TRIGO D.MARIA T.1;SCO;44;2023-03-08;1144;671;111.03;127.9;537;C
42920;002-G.U;ATIVO;FARINHA TRIGO DO PADEIRO;SCO;44;2023-02-16;520;363;116.59;118.9;125;C
42793;002-G.U;ATIVO;FARINHA TRIGO DONA BENTA P/PASTEL;FDO;40;2023-02-27;10;0;126.01;142.5;9;C
42787;002-G.U;ATIVO;FARINHA TRIGO DONA BENTA PROF.;SCO;40;2023-02-27;160;57;113.77;129.9;102;C
5147;002-G.U;ATIVO;FARINHA TRIGO ROSA BRANCA;SCO;44;2023-03-21;528;513;115.54;129.9;362;C
28445;002-G.U;ATIVO;FARINHA TRIGO ROSA BRANCA PASTEL;FDO;40;2023-01-05;10;3;122.4;149.5;0;C
1017;002-G.U;ATIVO;FARINHA TRIGO SARANDI;SCO;40;2023-02-27;560;521;112;127.9;39;C
58731;002-G.U;ATIVO;GOIABADA SOFRUTA BLOCO;CXA;60;2023-03-17;2;4;141.56;166.56;0;C
19189;002-G.U;ATIVO;GOIABADA XAVANTE BLOCO;CXA;96;2023-01-27;6;8;49.04;59.9;1;C
19199;002-G.U;ATIVO;GOIABADA XAVANTE CREMOSA BALDE;CXA;36;2023-01-27;6;4;137.23;179.6;1;C
66892;002-G.U;ATIVO;KETCHUP HELLMANNS POUCH;CXA;70;2022-06-13;10;4;155.85;130.8;1;C
43720;002-G.U;ATIVO;LEITE COND.ITALAC SEMIDESN.BAG;CXA;99;2022-11-29;11;5;124.28;163.6;2;C
67551;002-G.U;ATIVO;LEITE COND.ITAMBE INTEGRAL BAG;CXA;91;2023-02-23;1;0;164.9;211.6;0;C
45959;002-G.U;ATIVO;LEITE COND.ITAMBE INTEGRAL LT;CXA;64;2023-03-20;2;2;212.88;262.8;1;C
34068;002-G.U;ATIVO;MAION.CEPERA MINI SACHE;CXT;480;2023-03-27;3;10;15.69;26.5;10;C
44199;002-G.U;ATIVO;MAION.DAJUDA BALDE;CXA;35;2023-02-24;1;6;97.82;149.4;0;X
42984;002-G.U;ATIVO;MAION.DUSUL MINI SACHE;CXA;30;2023-03-07;6;4;93.13;154.8;2;C
14329;002-G.U;ATIVO;MAION.DUSUL POTE;CXA;25;2023-03-03;5;9;79.57;125.4;0;C
83655;002-G.U;ATIVO;MAION.FUGINI POUCH;CXA;70;2023-03-08;5;4;66.41;111.54;0;C
65589;002-G.U;ATIVO;MAION.HELLMANNS BAG;CXA;102;2023-03-03;2;2;89.82;177;0;C
60622;002-G.U;ATIVO;MAION.HELLMANNS BAG;CXA;55;2023-03-03;2;1;171.26;293.4;1;C
59580;002-G.U;ATIVO;MAION.HELLMANNS MINI SACHE;CXA;374;2023-03-07;5;3;15.52;32.9;1;C
47849;002-G.U;ATIVO;MAION.HELLMANNS POTE;CXA;49;2023-03-03;2;1;194.71;353.94;0;C
47232;002-G.U;ATIVO;MAION.HELLMANNS POUCH;CXA;66;2023-03-03;11;10;176.45;274.8;1;C
23482;002-G.U;ATIVO;MAION.MARIANA POTE;CXA;35;2023-03-14;15;14;97.02;159;1;C
30818;002-G.U;ATIVO;MAION.QUERO POUCH;CXA;72;2023-03-25;16;28;112;186;6;C
61316;002-G.U;ATIVO;MAION.VIGOR SACHET;CXA;126;2023-03-06;56;43;39.04;65.4;21;C
67489;002-G.U;BLOQUEADO;MILHO VERDE BONARE LATA;CXA;56;2023-01-25;14;0;162.66;197.4;8;C
7393;002-G.U;ATIVO;MIST.BOLO PRE-MESCLA CHOC;PCT;165;2023-03-02;11;4;44.14;56.9;5;C
6416;002-G.U;ATIVO;MIST.BOLO PRE-MESCLA COCO;PCT;165;2023-02-16;3;6;40.28;51.9;0;C
6415;002-G.U;ATIVO;MIST.BOLO PRE-MESCLA LAR.;PCT;165;2023-02-14;22;19;40.28;51.9;0;C
6385;002-G.U;ATIVO;MIST.BOLO PRE-MESCLA NEUTRO;PCT;165;2023-02-14;11;10;40.28;51.9;0;C
43684;002-G.U;ATIVO;MIST.BOLO SARANDI CHOCOLATE;PCT;42;2023-03-27;42;42;35.23;44.9;0;X
43683;002-G.U;ATIVO;MIST.BOLO SARANDI COCO;PCT;42;2023-02-23;12;39;35.23;44.9;3;C
43682;002-G.U;ATIVO;MIST.BOLO SARANDI LARANJA;PCT;42;2023-03-27;42;62;35.23;44.9;36;X
43680;002-G.U;ATIVO;MIST.BOLO SARANDI NEUTRO;PCT;42;2023-03-27;126;140;35.23;44.9;96;X
6110;002-G.U;ATIVO;MIST.CREME CONFEITEI.ITAIQUARA;CXA;60;2023-02-22;5;5;55.54;89.9;1;C
53319;002-G.U;BLOQUEADO;MOLHO BARBECUE CEPERA BIG PUMP;CXA;60;2023-03-04;3;4;109.24;171.6;0;C
44310;002-G.U;ATIVO;MOLHO BARBECUE CEPERA MINI SACHE;CXA;480;2023-01-28;5;6;23.13;25.2;3;C
62510;002-G.U;ATIVO;MOLHO BARBECUE EKMA PET;CXA;36;2022-07-01;18;10;110.18;179.4;0;C
47225;002-G.U;ATIVO;MOLHO BILLY JACK KISABOR BISNAGA;CXA;126;2023-03-14;5;5;87.4;158.94;0;C
72032;002-G.U;ATIVO;MOLHO CHEDDAR KISABOR;CXA;126;2023-03-14;3;3;87.32;125.46;0;C
71847;002-G.U;ATIVO;MOLHO MOST.C/MEL CEPERA MINI SACHE;CXA;480;2023-01-28;5;8;19.7;28.5;0;C
