ID;SETOR;STATUS;DESCRICAO;EMBALAGEM;QTDE_IDEAL;DATA_ULT_ENTR;QTDE_ULT_ENTR;ESTOQ_EMB1;CUSTO;PRECO_VENDA;QTDE_VENDIDA;TP_ETIQ
57039;015-/AZEITE/OLEO.COMPOSTO;ATIVO;OLEO MISTO SOJA/OLIVA ST.ISABEL;CXA;36;2023-01-26;3;11;270.62;407.6;0;C
57040;015-/AZEITE/OLEO.COMPOSTO;ATIVO;OLEO MISTO SOJA/OLIVA ST.ISABEL;CXA;100;2022-11-09;60;46;122.67;162.01;2;C
69520;015-/AZEITE/OLEO.COMPOSTO;ATIVO;OLEO SOJA LIZA PET;FDO;185;2023-03-27;370;373;40.92;45.54;830;C
29925;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;AZEITE DENDE CEPERA PET.;CXA;75;2023-03-08;3;4;358.68;382.8;0;C
2574;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;AZEITE DENDE CEPERA VIDRO;CXA;180;2023-01-28;3;1;178.96;189.61;0;C
37061;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;AZEITE OLIVA ANDORINHA LATA;CXA;168;2023-02-04;5;4;279.08;309.61;1;C
37062;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;AZEITE OLIVA ANDORINHA SELECAO VDO;CXA;90;2023-03-20;6;11;283.4;330.02;7;C
3321;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;AZEITE OLIVA ANDORINHA VIDRO;CXA;90;2023-02-14;18;12;279;306.01;4;C
76710;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;KETCHUP ELEFANTE PET;CXA;66;2022-12-12;5;3;136.42;162.96;1;C
79380;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MAION.HELLMANNS SUPREME BISNAGA;CXA;80;2023-03-07;10;8;252.92;300;1;C
82584;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MAION.LIZA CASEIRA PET;CXA;150;2023-01-26;5;4;86.32;106.8;0;C
82585;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MAION.MARIA PET;CXA;150;2023-03-02;15;12;56.97;70.68;3;C
30012;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO ALHO CEPERA PET;CXA;70;2023-01-28;3;2;96.13;150.61;0;C
43634;016-MOLHOS/KETCHUP/MAIONESE;BLOQUEADO;MOLHO BARBECUE CEPERA PET;CXA;78;2023-01-28;2;1;188.38;230.16;0;C
72090;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO BILLY JACK KISABOR CHEDDAR;CXA;200;2023-03-14;9;7;62.37;78.84;2;C
72253;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO BRANCO PREDILECTA POUCH;CXA;114;2023-03-17;5;4;123.2;167.76;0;C
81552;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO MOSTARDA D LANCHE MINI SACHE;CXA;30;2023-01-27;2;6;68.73;114;0;C
63900;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO PIMENTA CHIPOTLE CEPERA;CXA;125;2023-02-07;2;1;135.52;166.8;0;C
28162;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO PIMENTA VERM.BRAVO;CXA;352;2023-03-25;5;5;91.39;107.88;0;C
7801;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO SHOYU SAKURA PET;CXA;70;2023-03-21;1;3;122.68;190.8;1;C
83501;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM. TAMBAU PIZZA POUCH;CXA;90;2023-03-15;20;14;47.45;60.48;5;C
78239;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.BONARE PIZZA POUCH;CXA;70;2023-03-16;20;15;40.73;63;21;C
78240;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.BONARE TRAD.POUCH;CXA;80;2023-03-25;6;16;40.73;63;11;C
78241;016-MOLHOS/KETCHUP/MAIONESE;BLOQUEADO;MOLHO TOM.BONARE TRAD.POUCH;CXA;105;2022-11-19;0;41;33.77;47.7;72;C
72245;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.FUGINI POUCH;CXA;96;2022-12-24;50;302;42.99;55.8;56;C
75542;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.PASSATA POMAROLA CHEF VDO;CXA;75;2022-12-15;5;4;148.23;184.8;1;C
78087;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.POMAROLA TRAD.POUCH;CXA;104;2023-02-04;13;8;55.03;62.4;8;C
76901;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.SALSARETTI ESPECIAL VDO;CXT;75;2023-03-16;2;1;177.38;222;1;C
81057;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.SALSARETTI TRAD.POUCH;CXA;95;2023-03-16;5;6;57.4;71.64;5;C
83502;016-MOLHOS/KETCHUP/MAIONESE;INATIVO;MOLHO TOM.TAMBAU MANJERICAO POUCH;CXA;90;2023-03-15;20;13;47.45;60.48;6;C
75544;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.TARANTELLA BOLON.POUCH;CXA;104;2023-03-22;26;54;40.81;52.56;28;C
75546;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;MOLHO TOM.TARANTELLA E.FINAS POUCH;CXA;104;2023-01-26;26;22;36.99;42.96;20;C
43154;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO CANOLA LIZA PET;CXA;60;2023-01-05;2;2;356.65;390;0;C
19600;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO CANOLA PURILEV PET;CXA;60;2022-08-20;8;3;435.6;498;0;C
56692;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO COCO EXTRA VIRGEM ETA;CXA;100;2022-08-24;10;2;127.51;184.68;3;C
53301;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO COCO EXTRA VIRGEM KODILAR;CXA;180;2023-03-15;20;21;130.31;167.4;3;C
9642;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO COMPOSTO FAISAO LATA;CXA;195;2023-01-09;2;5;123.15;151.2;3;C
9641;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO COMPOSTO FAISAO LATA;CXA;162;2023-01-05;5;16;124.32;150.01;2;C
60375;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO COMPOSTO OLIVIA OREGANO PET;CXA;90;2022-12-05;15;2;219.77;266.01;1;C
23651;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO GIRASSOL MAZOLA PET;CXA;54;2023-01-26;3;2;449.07;419.8;0;C
43155;016-MOLHOS/KETCHUP/MAIONESE;INATIVO;OLEO MILHO LIZA PET;CXA;60;2023-01-05;2;3;310.36;378;0;C
3226;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO MILHO MAZOLA PET;CXA;54;2022-12-12;9;3;340.97;396;1;C
59247;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;OLEO MISTO SOJA/OLIVA FAISAO VDO;CXA;88;2022-12-15;22;17;144.13;175.08;1;C
76672;016-MOLHOS/KETCHUP/MAIONESE;ATIVO;TOMATE PELADO SALSARETTI LATA;CXA;75;2023-03-16;2;1;131.15;168.72;0;C
82382;017-PIPOCAS/FARINACEOS;ATIVO;AMIDO MILHO VITAMILHO;CXA;72;2022-11-16;16;7;51.07;83.6;2;C
53501;017-PIPOCAS/FARINACEOS;ATIVO;CANELA PO PRIMO;CXA;60;2023-02-08;15;11;631.55;1006.61;1;C
77414;017-PIPOCAS/FARINACEOS;ATIVO;CEREAL MAT.KELLOGGS CHOCO KRISPIS;CXA;24;2022-09-24;15;9;197.97;238.8;1;C
82503;017-PIPOCAS/FARINACEOS;ATIVO;COCO RALADO CORINGA;CXA;120;2023-03-17;15;38;53.4;76.32;1;C
56128;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA DE ARROZ TIO JOAO;FDO;52;2023-03-21;2;1;56.04;87.6;0;C
56323;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA LINHACA DOURADA TIA SONIA;CXA;56;2023-03-03;2;1;167.28;287.7;0;C
56324;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA LINHACA MARROM TIA SONIA;CXA;56;2022-12-13;2;1;132.93;209.71;0;C
30370;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA LINHACA NATUS;FDO;112;2023-02-10;3;3;66.38;116.85;0;C
44435;017-PIPOCAS/FARINACEOS;INATIVO;FARINHA MAND. IRMAOS FARIAS BRANCA;FDO;100;2023-03-22;200;195;50.79;58.9;121;C
74820;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.DO SITIO TEMPERADA;FDO;100;2023-03-03;20;6;64.76;105.8;13;C
5399;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.FEIRA NOVA BRANCA;FDO;100;2023-03-23;0;34;40.75;47.9;237;C
11667;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.KICALDO BRANCA;FDO;100;2023-03-10;50;38;51.06;59.9;18;C
4387;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.KODILAR TEMPERADA 5097;CXA;49;2023-03-15;49;48;107.38;179.77;0;X
74821;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.SAO JOAO FINA COMUM;FDO;100;2023-03-27;0;0;40.28;47.9;38;C
57847;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.TURQUESA PREMIUM;FDO;100;2023-03-24;400;377;60.44;69.5;68;C
63310;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.YOKI TEMPERADA;CXA;42;2023-03-23;10;15;128.59;179.76;8;C
60101;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MAND.YOKI TEMPERADA 100;CXA;40;2023-03-04;80;59;149.07;263.52;20;C
65930;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA MANDIOCA YOKI TEMP.CEBOLA;CXA;96;2023-03-07;3;0;53.46;89.88;2;C
61908;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA ORIENTAL PANKO KARUI;CXA;42;2023-02-15;5;2;143.73;284.7;2;C
19677;017-PIPOCAS/FARINACEOS;INATIVO;FARINHA ROSCA DULAR;FDO;100;2023-02-24;2;3;78.26;129.8;1;C
77588;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA ROSCA YOKI;CXA;36;2023-03-07;12;9;100.49;239.4;2;C
6089;017-PIPOCAS/FARINACEOS;ATIVO;FARINHA ROSCA YOKI-042;FDO;72;2023-03-02;5;4;123.34;215.76;1;C
75704;017-PIPOCAS/FARINACEOS;INATIVO;FAROFA PRONTA KISABOR;CXA;48;2023-03-15;10;8;100.53;167.77;1;C
9569;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO ARROZ CORINGA;FDO;98;2023-03-02;100;6;20.99;29.9;93;C
63063;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO ARROZ URBANO;CXA;81;2023-02-27;30;0;41.07;50.16;29;C
16368;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO CORINGA;FDO;72;2023-03-27;0;1379;33.72;39.6;2664;C
66873;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO FIBRAS ARROZ CORINGA;CXA;108;2023-03-02;36;4;16.74;21;31;C
82295;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO FIBRAS ARROZ CORINGA;FDO;70;2023-03-02;40;21;33.46;39.48;20;C
66874;017-PIPOCAS/FARINACEOS;INATIVO;FLOCAO FIBRAS MILHO CORINGA;CXA;108;2023-03-02;158;22;14.4;17.88;135;C
82337;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO GOSTOSIN;FDO;60;2023-03-23;300;285;32.92;41.7;96;C
41518;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO MARATA;FDO;80;2023-03-23;0;79;27.53;35.8;2901;C
63081;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO MILHO DONA CLARA;FDO;50;2023-02-15;20;19;43.18;53.7;67;C
16303;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO NORDESTINO;CXA;50;2023-03-23;300;307;42.84;53.7;130;C
26857;017-PIPOCAS/FARINACEOS;ATIVO;FLOCAO NOVOMILHO;CXA;50;2022-11-14;200;4;46.01;56.7;39;C
13421;017-PIPOCAS/FARINACEOS;ATIVO;FLOCOS MILHO CORINGA;FDO;72;2023-03-13;0;9;38.99;46.5;15;C
44760;017-PIPOCAS/FARINACEOS;BLOQUEADO;FLOCOS MILHOS C/FERRO CORINGA;CXA;100;2023-03-02;20;8;31.62;38.9;16;X
43429;017-PIPOCAS/FARINACEOS;ATIVO;FUBA CORINGA;FDO;98;2023-03-02;42;0;14.41;17.9;40;C
24479;017-PIPOCAS/FARINACEOS;ATIVO;GRAO BICO YOKI-053;FDO;135;2023-03-03;2;0;114.31;166.8;1;C
57846;017-PIPOCAS/FARINACEOS;ATIVO;MILHO MUNGUZA TURQUESA;FDO;100;2023-02-27;50;33;28.88;45.8;16;C
70046;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA GRAO VERDE;FDO;100;2023-03-21;200;88;44.88;69.8;139;C
46504;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA KICALDO;FDO;100;2023-03-18;0;10;44.04;69.8;37;C
65263;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO KISABOR MANT.;CXA;90;2023-03-14;3;1;86.66;117;1;C
65262;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO KISABOR NATURAL;CXA;90;2023-03-14;2;1;86.66;117;0;C
11759;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO YOKI BACON- 072;CXA;90;2023-03-07;1;0;137.38;161.64;2;C
38228;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO YOKI COB.CAR1529;CXA;90;2023-03-15;1;2;189.46;239.7;1;C
53457;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO YOKI M.CIN. -845;CXA;90;2023-03-07;10;3;137.38;161.64;6;C
11634;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO YOKI MANT-016;CXA;90;2023-03-07;15;12;137.38;161.64;5;C
58933;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO YOKI MANT.2972;FDO;126;2023-03-07;3;2;82.82;107.64;0;C
58934;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO YOKI SAL 794;FDO;126;2023-03-07;2;1;82.82;107.64;0;C
53456;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA MICRO YOKI T.CHEF -627;CXA;90;2022-12-03;10;3;137.38;161.64;3;X
57848;017-PIPOCAS/FARINACEOS;ATIVO;MILHO PIPOCA TURQUESA;FDO;100;2023-03-24;50;46;44.76;70;100;C
14635;017-PIPOCAS/FARINACEOS;ATIVO;PIMENTA/COMINHO KITANO 15402;FDO;120;2023-03-03;3;2;146.35;263.76;0;C
76891;017-PIPOCAS/FARINACEOS;ATIVO;PIPOCA DOCE KARINTO;FDO;55;2023-01-10;10;9;65.74;90;0;C
65953;017-PIPOCAS/FARINACEOS;ATIVO;PIPOCA MICRO KISABOR BACON;FDO;90;2022-12-13;10;4;86.66;117;2;C
65952;017-PIPOCAS/FARINACEOS;ATIVO;PIPOCA MICRO KISABOR QUEIJO;FDO;90;2023-03-14;3;2;86.66;117;0;C
65598;017-PIPOCAS/FARINACEOS;ATIVO;SAL PARRILLA LEBRE;FDO;198;2023-03-24;2;2;22.88;34.9;0;C
47134;017-PIPOCAS/FARINACEOS;ATIVO;SEMENTE CHIA TIA SONIA;CXA;288;2023-03-03;12;10;72.07;111.92;1;C
34468;017-PIPOCAS/FARINACEOS;ATIVO;SEMENTE LINHACA TRITURADA KODILAR;FDO;250;2023-03-15;2;4;34.83;59.88;1;C
76885;017-PIPOCAS/FARINACEOS;ATIVO;TAPIOCA KODILAR SEM GLUTEN;FDO;80;2023-03-15;10;8;42.6;67.08;1;C
65265;017-PIPOCAS/FARINACEOS;ATIVO;TEMPERO BAIANO KISABOR;CXA;340;2023-03-14;1;0;94.97;120;0;C
6093;017-PIPOCAS/FARINACEOS;ATIVO;TRIGO KIBE YOKI-075;FDO;135;2023-03-03;1;0;43.77;74.28;0;C
19775;017-PIPOCAS/FARINACEOS;ATIVO;XEREM MILHO DULAR;FDO;100;2023-03-10;1;0;24.43;37.8;1;C
29152;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;ACAFRAO KODILAR;PCT;200;2022-09-08;15;6;132.57;239.5;1;C
5030;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;ACAFRAO TERRA KITANO 15035;CXA;120;2023-03-27;1;4;101.22;191.77;4;C
24243;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;AJINOMOTO AJI-SAL PACOTE;CXA;84;2022-11-23;1;1;146.8;196.01;0;C
15516;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;AJINOMOTO REFIL;CXA;119;2022-11-29;1;1;127.06;215.64;0;C
35992;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;ALECRIM KODILAR;FDO;150;2023-03-14;2;2;74.49;124.5;1;C
81827;018-TEMPEROS/CONDI/SAL/VINAGRE.;BLOQUEADO;ALHO GRANULADO KITANO;CXA;120;2022-12-28;5;1;124.6;191.76;2;C
61342;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;BICARBONATO SODIO KISABOR;CXA;120;2023-03-14;3;2;75.14;142.8;5;C
65259;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;BICARBONATO SODIO KISABOR;CXA;170;2023-03-14;3;2;53.44;112.5;2;C
14651;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;BICARBONATO SODIO KITANO 15475;FDO;120;2023-03-03;10;6;73.66;131.77;2;C
35989;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;BICARBONATO SODIO KODILAR;CXA;150;2023-03-14;5;4;59.07;104.5;1;C
77117;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO APTI GALINHA;CXA;126;2023-03-22;5;4;103.62;180;0;C
17327;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO ARISCO BACON;CXA;99;2023-03-13;2;1;200.45;286.4;0;C
39948;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO ARISCO CARNE;CXA;100;2022-11-02;1;2;163.66;247.22;1;C
15534;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO ARISCO CARNE;CXA;90;2023-03-07;2;1;207.29;312.01;0;C
14930;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO ARISCO CARNE;CXA;99;2023-03-25;2;3;200.45;286.4;0;C
15535;018-TEMPEROS/CONDI/SAL/VINAGRE.;BLOQUEADO;CALDO ARISCO GALINHA;CXA;90;2023-03-07;2;2;207.29;312.01;0;C
39844;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO ARISCO GALINHA CAIPIRA;CXA;100;2023-03-03;5;4;163.66;247.22;5;C
4660;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO ARISCO GALINHA CAIPIRA;CXA;99;2023-03-25;2;2;200.45;286.4;0;C
58936;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KITANO LEGUMES 2961;CXA;168;2023-03-07;3;2;114.1;215.76;0;C
34435;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KNORR CARNE;CXA;100;2023-03-23;5;9;200.64;294.89;3;C
76890;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KNORR CARNE;CXA;104;2023-03-14;2;2;171.85;251.4;1;C
15612;018-TEMPEROS/CONDI/SAL/VINAGRE.;INATIVO;CALDO KNORR CARNE;CXA;90;2023-03-23;2;3;277.49;475.2;0;C
14819;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KNORR CARNE;CXA;99;2023-03-23;5;4;226;478.4;0;C
15613;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KNORR GALINHA;CXA;100;2023-03-04;2;1;200.64;294.89;0;C
76889;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KNORR GALINHA;CXA;104;2023-03-23;1;1;171.85;251.4;1;C
15611;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KNORR GALINHA;CXA;90;2023-03-13;5;4;277.49;475.2;0;C
4653;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO KNORR GALINHA;CXA;99;2023-03-23;5;7;226;478.4;2;C
59963;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI BACON;CXA;85;2023-03-02;2;1;147.19;232.51;0;C
56340;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI CARNE;CXA;96;2023-01-09;20;17;60.19;95.94;0;C
59959;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI CARNE;CXA;70;2023-02-08;5;0;181.48;299.01;3;C
57082;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI CARNE;CXA;45;2022-10-14;5;1;372.3;579.66;0;C
59962;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI CARNE;CXA;85;2023-02-08;1;0;147.19;232.51;0;C
56341;018-TEMPEROS/CONDI/SAL/VINAGRE.;INATIVO;CALDO MAGGI GALINHA;CXA;96;2023-01-09;32;19;60.19;95.94;5;C
59958;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI GALINHA;CXA;70;2023-03-02;5;2;181.48;299.01;3;C
57083;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI GALINHA;CXA;45;2023-03-02;3;3;372.3;579.66;0;C
59960;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO MAGGI LEGUMES;CXA;85;2023-02-14;2;1;147.19;232.51;0;C
74972;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO SAZON BACON;CXA;133;2023-01-20;5;3;56.54;95.52;3;C
74975;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO SAZON CARNE;CXA;133;2023-01-11;50;50;56.54;95.52;4;C
74976;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO SAZON GALINHA;CXA;133;2023-01-20;10;13;56.54;95.52;7;C
74971;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CALDO SAZON PICANHA;CXA;133;2023-01-20;5;1;56.54;95.52;4;C
65258;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CANELA CASCA KISABOR;CXA;340;2023-03-14;1;0;119.02;191.7;0;C
14642;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CANELA CASCA KITANO 15409;FDO;120;2023-03-03;3;1;66.7;119.76;1;C
14056;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CANELA CASCA KODILAR;CXA;120;2023-02-18;5;1;130.85;249.52;2;C
65257;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CANELA PO KISABOR;CXA;340;2023-03-14;2;1;91.66;134.7;0;C
14640;018-TEMPEROS/CONDI/SAL/VINAGRE.;INATIVO;CANELA PO KITANO 15407;FDO;168;2023-03-03;5;3;106.72;191.76;1;C
14057;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CANELA PO KODILAR;CXA;150;2023-02-18;2;0;129.48;234.5;0;X
35993;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CHINICHURRY KODILAR;FDO;150;2022-09-08;10;4;131.24;179.51;2;C
14541;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO CORINGA;FDO;100;2023-03-02;20;0;50.21;65;19;C
55874;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO CORINGA S/SAL;FDO;100;2023-03-13;200;173;52.1;67;210;C
82605;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO CORINGA S/SAL;FDO;180;2023-03-13;30;24;25.58;32.9;24;C
64746;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO DONA CLARA;CXA;80;2023-03-08;10;6;58.95;79.8;6;C
73710;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO GRAO VERDE;CXA;100;2023-03-21;50;49;55.28;73.8;0;C
65254;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO KISABOR;CXA;340;2022-08-10;2;4;45.19;77.7;0;C
14644;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO KITANO 15410;FDO;168;2023-03-03;2;1;46.36;62.16;1;C
59844;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO MARATA;CXA;100;2023-02-14;3;1;49.02;65.8;7;C
59440;018-TEMPEROS/CONDI/SAL/VINAGRE.;INATIVO;COLORIFICO MARATA;CXA;100;2023-03-07;3;3;54.52;75;1;C
60592;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COLORIFICO MARATA S/SAL;CXA;100;2023-03-07;2;0;54.66;75;1;C
14529;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COMINHO PO CONDIR;FDO;80;2023-03-18;3;7;171.26;299.02;4;C
16345;018-TEMPEROS/CONDI/SAL/VINAGRE.;INATIVO;COMINHO PO KITANO 15403;CXA;120;2023-03-03;1;0;119.33;215.76;1;C
16373;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COMINHO PO PRIMO;FDO;40;2023-03-14;5;3;126;199;4;C
16374;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;COMINHO/PIMENTA PO PRIMO;CXA;1;2023-03-14;5;3;126;219.02;4;C
59441;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CONDIMENTO MARATA;CXA;100;2023-02-14;2;0;82.52;105;0;C
65261;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CRAVO INDIA KISABOR;CXA;340;2023-03-14;2;1;160.94;239.7;0;C
23062;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;CRAVO INDIA KITANO 15419;FDO;120;2023-03-03;1;0;288.74;514.84;1;C
35994;018-TEMPEROS/CONDI/SAL/VINAGRE.;INATIVO;CURRY KODILAR;FDO;150;2023-03-15;3;4;127.75;224.5;1;C
14638;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;ERVA DOCE KITANO 15424;FDO;168;2023-03-03;1;0;119.29;215.76;0;C
65260;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;FOLHA LOURO KISABOR;CXA;340;2023-03-14;5;3;52.13;80.7;1;C
23063;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;FOLHA LOURO KITANO 15433;FDO;120;2023-03-03;1;0;182.01;310.82;0;C
29153;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;FOLHA LOURO KODILAR;PCT;150;2023-03-15;5;4;84.38;139.5;0;C
29154;018-TEMPEROS/CONDI/SAL/VINAGRE.;ATIVO;MANJERICAO KODILAR;PCT;150;2023-03-15;5;4;75.47;109.51;0;C
